O*NET-SOC Code,Title,Element ID,Element Name,Scale ID,Scale Name,Data Value,N,Standard Error,Lower CI Bound,Upper CI Bound,Recommend Suppress,Date,Domain Source
47-2061.00,Construction Laborers,1.C.4.a,Self-Control,IM,Importance,3.02,21,0.67,1.62,4.42,N,08/2020,Incumbent
47-2061.00,Construction Laborers,1.C.4.b,Stress Tolerance,IM,Importance,3.56,21,0.35,2.84,4.28,N,08/2020,Incumbent
47-2061.00,Construction Laborers,1.C.4.c,Adaptability/Flexibility,IM,Importance,3.38,20,0.38,2.58,4.18,N,08/2020,Incumbent
47-2061.00,Construction Laborers,1.C.5.a,Dependability,IM,Importance,3.96,21,0.34,3.25,4.67,N,08/2020,Incumbent
47-2061.00,Construction Laborers,1.C.5.b,Attention to Detail,IM,Importance,4.26,21,0.19,3.87,4.65,N,08/2020,Incumbent
47-2061.00,Construction Laborers,1.C.5.c,Integrity,IM,Importance,3.65,20,0.45,2.72,4.58,N,08/2020,Incumbent
47-2061.00,Construction Laborers,1.C.6,Independence,IM,Importance,3.32,21,0.34,2.61,4.04,N,08/2020,Incumbent
47-2061.00,Construction Laborers,1.C.7.a,Innovation,IM,Importance,2.41,21,0.16,2.06,2.75,N,08/2020,Incumbent
47-2061.00,Construction Laborers,1.C.7.b,Analytical Thinking,IM,Importance,2.37,21,0.49,1.34,3.4,N,08/2020,Incumbent
47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators",1.C.1.a,Achievement/Effort,IM,Importance,3.7,15,0.35,2.94,4.46,N,08/2020,Incumbent
47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators",1.C.1.b,Persistence,IM,Importance,3.31,15,0.22,2.84,3.77,N,08/2020,Incumbent
47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators",1.C.1.c,Initiative,IM,Importance,3.43,15,0.24,2.93,3.94,N,08/2020,Incumbent
47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators",1.C.2.b,Leadership,IM,Importance,3.29,15,0.3,2.65,3.93,N,08/2020,Incumbent
47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators",1.C.3.a,Cooperation,IM,Importance,3.5,15,0.2,3.08,3.92,N,08/2020,Incumbent
47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators",1.C.3.b,Concern for Others,IM,Importance,3.18,15,0.38,2.38,3.99,N,08/2020,Incumbent
47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators",1.C.3.c,Social Orientation,IM,Importance,3.47,15,0.37,2.68,4.26,N,08/2020,Incumbent
47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators",1.C.4.a,Self-Control,IM,Importance,3.78,15,0.27,3.2,4.37,N,08/2020,Incumbent
47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators",1.C.4.b,Stress Tolerance,IM,Importance,3.64,15,0.31,2.97,4.31,N,08/2020,Incumbent
47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators",1.C.4.c,Adaptability/Flexibility,IM,Importance,3.5,15,0.31,2.83,4.17,N,08/2020,Incumbent
47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators",1.C.5.a,Dependability,IM,Importance,4.04,15,0.22,3.57,4.52,N,08/2020,Incumbent
47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators",1.C.5.b,Attention to Detail,IM,Importance,4.06,15,0.22,3.59,4.54,N,08/2020,Incumbent
47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators",1.C.5.c,Integrity,IM,Importance,3.9,15,0.25,3.36,4.44,N,08/2020,Incumbent
47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators",1.C.6,Independence,IM,Importance,3.83,15,0.32,3.15,4.52,N,08/2020,Incumbent
47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators",1.C.7.a,Innovation,IM,Importance,3.22,15,0.23,2.74,3.71,N,08/2020,Incumbent
47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators",1.C.7.b,Analytical Thinking,IM,Importance,3.28,15,0.21,2.82,3.74,N,08/2020,Incumbent
47-2072.00,Pile Driver Operators,1.C.1.a,Achievement/Effort,IM,Importance,3.37,24,0.38,2.6,4.15,N,08/2018,Incumbent
47-2072.00,Pile Driver Operators,1.C.1.b,Persistence,IM,Importance,3.49,24,0.34,2.79,4.2,N,08/2018,Incumbent
47-2072.00,Pile Driver Operators,1.C.1.c,Initiative,IM,Importance,3.56,24,0.36,2.81,4.31,N,08/2018,Incumbent
47-2072.00,Pile Driver Operators,1.C.2.b,Leadership,IM,Importance,3.42,24,0.3,2.8,4.03,N,08/2018,Incumbent
47-2072.00,Pile Driver Operators,1.C.3.a,Cooperation,IM,Importance,3.91,24,0.2,3.49,4.33,N,08/2018,Incumbent
47-2072.00,Pile Driver Operators,1.C.3.b,Concern for Others,IM,Importance,3.98,24,0.29,3.38,4.59,N,08/2018,Incumbent
47-2072.00,Pile Driver Operators,1.C.3.c,Social Orientation,IM,Importance,3.19,24,0.36,2.45,3.94,N,08/2018,Incumbent
47-2072.00,Pile Driver Operators,1.C.4.a,Self-Control,IM,Importance,3.94,24,0.24,3.43,4.44,N,08/2018,Incumbent
47-2072.00,Pile Driver Operators,1.C.4.b,Stress Tolerance,IM,Importance,3.93,24,0.28,3.36,4.5,N,08/2018,Incumbent
47-2072.00,Pile Driver Operators,1.C.4.c,Adaptability/Flexibility,IM,Importance,3.68,24,0.27,3.13,4.23,N,08/2018,Incumbent
47-2072.00,Pile Driver Operators,1.C.5.a,Dependability,IM,Importance,4.51,24,0.22,4.05,4.97,N,08/2018,Incumbent
47-2072.00,Pile Driver Operators,1.C.5.b,Attention to Detail,IM,Importance,4.33,24,0.21,3.9,4.76,N,08/2018,Incumbent
47-2072.00,Pile Driver Operators,1.C.5.c,Integrity,IM,Importance,3.52,24,0.29,2.92,4.11,N,08/2018,Incumbent
47-2072.00,Pile Driver Operators,1.C.6,Independence,IM,Importance,3.09,23,0.22,2.64,3.54,N,08/2018,Incumbent
47-2072.00,Pile Driver Operators,1.C.7.a,Innovation,IM,Importance,3.18,23,0.22,2.71,3.65,N,08/2018,Incumbent
47-2072.00,Pile Driver Operators,1.C.7.b,Analytical Thinking,IM,Importance,3.24,24,0.2,2.84,3.65,N,08/2018,Incumbent
47-2073.00,Operating Engineers and Other Construction Equipment Operators,1.C.1.a,Achievement/Effort,IM,Importance,3.92,23,0.23,3.44,4.41,N,08/2020,Incumbent
47-2073.00,Operating Engineers and Other Construction Equipment Operators,1.C.1.b,Persistence,IM,Importance,4.12,22,0.38,3.33,4.9,N,08/2020,Incumbent
47-2073.00,Operating Engineers and Other Construction Equipment Operators,1.C.1.c,Initiative,IM,Importance,4.49,23,0.27,3.93,5,N,08/2020,Incumbent
47-2073.00,Operating Engineers and Other Construction Equipment Operators,1.C.2.b,Leadership,IM,Importance,3.91,23,0.43,3.02,4.8,N,08/2020,Incumbent
47-2073.00,Operating Engineers and Other Construction Equipment Operators,1.C.3.a,Cooperation,IM,Importance,4.36,23,0.17,4,4.72,N,08/2020,Incumbent
47-2073.00,Operating Engineers and Other Construction Equipment Operators,1.C.3.b,Concern for Others,IM,Importance,3.93,23,0.24,3.42,4.43,N,08/2020,Incumbent
47-2073.00,Operating Engineers and Other Construction Equipment Operators,1.C.3.c,Social Orientation,IM,Importance,3.18,23,0.79,1.54,4.83,N,08/2020,Incumbent
47-2073.00,Operating Engineers and Other Construction Equipment Operators,1.C.4.a,Self-Control,IM,Importance,3.98,23,0.26,3.45,4.51,N,08/2020,Incumbent
47-2073.00,Operating Engineers and Other Construction Equipment Operators,1.C.4.b,Stress Tolerance,IM,Importance,4.14,23,0.53,3.03,5,N,08/2020,Incumbent
47-2073.00,Operating Engineers and Other Construction Equipment Operators,1.C.4.c,Adaptability/Flexibility,IM,Importance,4.34,23,0.28,3.77,4.92,N,08/2020,Incumbent
47-2073.00,Operating Engineers and Other Construction Equipment Operators,1.C.5.a,Dependability,IM,Importance,4.94,23,0.05,4.84,5,N,08/2020,Incumbent
47-2073.00,Operating Engineers and Other Construction Equipment Operators,1.C.5.b,Attention to Detail,IM,Importance,4.36,23,0.18,4,4.73,N,08/2020,Incumbent
47-2073.00,Operating Engineers and Other Construction Equipment Operators,1.C.5.c,Integrity,IM,Importance,4.07,22,0.56,2.91,5,N,08/2020,Incumbent
47-2073.00,Operating Engineers and Other Construction Equipment Operators,1.C.6,Independence,IM,Importance,4.14,23,0.3,3.51,4.76,N,08/2020,Incumbent
47-2073.00,Operating Engineers and Other Construction Equipment Operators,1.C.7.a,Innovation,IM,Importance,3.93,23,0.43,3.04,4.82,N,08/2020,Incumbent
47-2073.00,Operating Engineers and Other Construction Equipment Operators,1.C.7.b,Analytical Thinking,IM,Importance,3.36,23,0.41,2.5,4.22,N,08/2020,Incumbent
47-2081.00,Drywall and Ceiling Tile Installers,1.C.1.a,Achievement/Effort,IM,Importance,3.74,22,0.27,3.19,4.3,N,07/2016,Incumbent
47-2081.00,Drywall and Ceiling Tile Installers,1.C.1.b,Persistence,IM,Importance,3.49,22,0.24,2.98,4,N,07/2016,Incumbent
47-2081.00,Drywall and Ceiling Tile Installers,1.C.1.c,Initiative,IM,Importance,3.55,22,0.21,3.12,3.98,N,07/2016,Incumbent
47-2081.00,Drywall and Ceiling Tile Installers,1.C.2.b,Leadership,IM,Importance,3.08,22,0.22,2.62,3.55,N,07/2016,Incumbent
47-2081.00,Drywall and Ceiling Tile Installers,1.C.3.a,Cooperation,IM,Importance,3.91,22,0.19,3.52,4.3,N,07/2016,Incumbent
47-2081.00,Drywall and Ceiling Tile Installers,1.C.3.b,Concern for Others,IM,Importance,3.59,22,0.24,3.08,4.1,N,07/2016,Incumbent
47-2081.00,Drywall and Ceiling Tile Installers,1.C.3.c,Social Orientation,IM,Importance,3.27,22,0.25,2.75,3.79,N,07/2016,Incumbent
47-2081.00,Drywall and Ceiling Tile Installers,1.C.4.a,Self-Control,IM,Importance,3.69,22,0.21,3.25,4.13,N,07/2016,Incumbent
47-2081.00,Drywall and Ceiling Tile Installers,1.C.4.b,Stress Tolerance,IM,Importance,3.65,22,0.21,3.21,4.08,N,07/2016,Incumbent
47-2081.00,Drywall and Ceiling Tile Installers,1.C.4.c,Adaptability/Flexibility,IM,Importance,3.48,22,0.21,3.05,3.91,N,07/2016,Incumbent
47-2081.00,Drywall and Ceiling Tile Installers,1.C.5.a,Dependability,IM,Importance,3.97,22,0.21,3.52,4.41,N,07/2016,Incumbent
47-2081.00,Drywall and Ceiling Tile Installers,1.C.5.b,Attention to Detail,IM,Importance,4.1,22,0.18,3.72,4.47,N,07/2016,Incumbent
47-2081.00,Drywall and Ceiling Tile Installers,1.C.5.c,Integrity,IM,Importance,3.88,22,0.19,3.48,4.28,N,07/2016,Incumbent
47-2081.00,Drywall and Ceiling Tile Installers,1.C.6,Independence,IM,Importance,3.53,22,0.15,3.23,3.84,N,07/2016,Incumbent
47-2081.00,Drywall and Ceiling Tile Installers,1.C.7.a,Innovation,IM,Importance,3.35,22,0.23,2.87,3.84,N,07/2016,Incumbent
47-2081.00,Drywall and Ceiling Tile Installers,1.C.7.b,Analytical Thinking,IM,Importance,3.39,22,0.22,2.93,3.85,N,07/2016,Incumbent
47-2082.00,Tapers,1.C.1.a,Achievement/Effort,IM,Importance,3.05,21,0.35,2.32,3.78,N,07/2015,Incumbent
47-2082.00,Tapers,1.C.1.b,Persistence,IM,Importance,2.99,21,0.29,2.39,3.59,N,07/2015,Incumbent
47-2082.00,Tapers,1.C.1.c,Initiative,IM,Importance,3.46,21,0.26,2.92,4.01,N,07/2015,Incumbent
47-2082.00,Tapers,1.C.2.b,Leadership,IM,Importance,3.67,21,0.23,3.19,4.14,N,07/2015,Incumbent
47-2082.00,Tapers,1.C.3.a,Cooperation,IM,Importance,3.53,21,0.16,3.21,3.86,N,07/2015,Incumbent
47-2082.00,Tapers,1.C.3.b,Concern for Others,IM,Importance,2.9,21,0.4,2.07,3.73,N,07/2015,Incumbent
47-2082.00,Tapers,1.C.3.c,Social Orientation,IM,Importance,2.79,21,0.2,2.36,3.21,N,07/2015,Incumbent
47-2082.00,Tapers,1.C.4.a,Self-Control,IM,Importance,3.17,21,0.23,2.68,3.65,N,07/2015,Incumbent
47-2082.00,Tapers,1.C.4.b,Stress Tolerance,IM,Importance,2.77,21,0.26,2.22,3.32,N,07/2015,Incumbent
47-2082.00,Tapers,1.C.4.c,Adaptability/Flexibility,IM,Importance,2.84,21,0.28,2.26,3.43,N,07/2015,Incumbent
47-2082.00,Tapers,1.C.5.a,Dependability,IM,Importance,3.85,21,0.24,3.34,4.35,N,07/2015,Incumbent
47-2082.00,Tapers,1.C.5.b,Attention to Detail,IM,Importance,3.69,21,0.2,3.27,4.11,N,07/2015,Incumbent
47-2082.00,Tapers,1.C.5.c,Integrity,IM,Importance,3.54,21,0.32,2.86,4.21,N,07/2015,Incumbent
47-2082.00,Tapers,1.C.6,Independence,IM,Importance,3.6,21,0.2,3.18,4.02,N,07/2015,Incumbent
47-2082.00,Tapers,1.C.7.a,Innovation,IM,Importance,3.02,20,0.3,2.4,3.64,N,07/2015,Incumbent
47-2082.00,Tapers,1.C.7.b,Analytical Thinking,IM,Importance,2.82,21,0.16,2.49,3.15,N,07/2015,Incumbent
47-2111.00,Electricians,1.C.1.a,Achievement/Effort,IM,Importance,3.66,20,0.19,3.27,4.06,N,08/2022,Incumbent
47-2111.00,Electricians,1.C.1.b,Persistence,IM,Importance,3.73,20,0.18,3.36,4.11,N,08/2022,Incumbent
47-2111.00,Electricians,1.C.1.c,Initiative,IM,Importance,4.09,20,0.08,3.92,4.26,N,08/2022,Incumbent
47-2111.00,Electricians,1.C.2.b,Leadership,IM,Importance,3.96,20,0.51,2.89,5,N,08/2022,Incumbent
47-2111.00,Electricians,1.C.3.a,Cooperation,IM,Importance,3.92,20,0.21,3.48,4.35,N,08/2022,Incumbent
47-2111.00,Electricians,1.C.3.b,Concern for Others,IM,Importance,3.47,20,0.24,2.97,3.97,N,08/2022,Incumbent
47-2111.00,Electricians,1.C.3.c,Social Orientation,IM,Importance,2.9,20,0.47,1.92,3.89,N,08/2022,Incumbent
47-2111.00,Electricians,1.C.4.a,Self-Control,IM,Importance,4.25,20,0.17,3.9,4.59,N,08/2022,Incumbent
47-2111.00,Electricians,1.C.4.b,Stress Tolerance,IM,Importance,3.55,20,0.43,2.65,4.46,N,08/2022,Incumbent
47-2111.00,Electricians,1.C.4.c,Adaptability/Flexibility,IM,Importance,4.11,20,0.07,3.95,4.26,N,08/2022,Incumbent
47-2111.00,Electricians,1.C.5.a,Dependability,IM,Importance,4.16,20,0.28,3.59,4.74,N,08/2022,Incumbent
47-2111.00,Electricians,1.C.5.b,Attention to Detail,IM,Importance,4.53,20,0.21,4.09,4.96,N,08/2022,Incumbent
47-2111.00,Electricians,1.C.5.c,Integrity,IM,Importance,4.13,19,0.29,3.52,4.74,N,08/2022,Incumbent
47-2111.00,Electricians,1.C.6,Independence,IM,Importance,3.81,20,0.17,3.44,4.17,N,08/2022,Incumbent
47-2111.00,Electricians,1.C.7.a,Innovation,IM,Importance,4,20,0.11,3.77,4.23,N,08/2022,Incumbent
47-2111.00,Electricians,1.C.7.b,Analytical Thinking,IM,Importance,3.75,20,0.19,3.36,4.14,N,08/2022,Incumbent
47-2121.00,Glaziers,1.C.1.a,Achievement/Effort,IM,Importance,3.5,26,0.24,3.01,4,N,08/2023,Incumbent
47-2121.00,Glaziers,1.C.1.b,Persistence,IM,Importance,3.69,26,0.24,3.19,4.19,N,08/2023,Incumbent
47-2121.00,Glaziers,1.C.1.c,Initiative,IM,Importance,3.7,26,0.25,3.19,4.21,N,08/2023,Incumbent
47-2121.00,Glaziers,1.C.2.b,Leadership,IM,Importance,3.56,25,0.37,2.81,4.32,N,08/2023,Incumbent
47-2121.00,Glaziers,1.C.3.a,Cooperation,IM,Importance,3.64,26,0.2,3.23,4.05,N,08/2023,Incumbent
47-2121.00,Glaziers,1.C.3.b,Concern for Others,IM,Importance,3.25,26,0.29,2.65,3.86,N,08/2023,Incumbent
47-2121.00,Glaziers,1.C.3.c,Social Orientation,IM,Importance,2.78,26,0.23,2.31,3.25,N,08/2023,Incumbent
47-2121.00,Glaziers,1.C.4.a,Self-Control,IM,Importance,3.69,25,0.24,3.2,4.18,N,08/2023,Incumbent
47-2121.00,Glaziers,1.C.4.b,Stress Tolerance,IM,Importance,3.67,26,0.25,3.15,4.2,N,08/2023,Incumbent
47-2121.00,Glaziers,1.C.4.c,Adaptability/Flexibility,IM,Importance,3.41,26,0.18,3.04,3.78,N,08/2023,Incumbent
47-2121.00,Glaziers,1.C.5.a,Dependability,IM,Importance,4.03,26,0.27,3.47,4.59,N,08/2023,Incumbent
47-2121.00,Glaziers,1.C.5.b,Attention to Detail,IM,Importance,4.05,26,0.27,3.49,4.6,N,08/2023,Incumbent
47-2121.00,Glaziers,1.C.5.c,Integrity,IM,Importance,4.09,26,0.19,3.7,4.48,N,08/2023,Incumbent
47-2121.00,Glaziers,1.C.6,Independence,IM,Importance,3.67,26,0.24,3.18,4.16,N,08/2023,Incumbent
47-2121.00,Glaziers,1.C.7.a,Innovation,IM,Importance,3.39,26,0.23,2.92,3.87,N,08/2023,Incumbent
47-2121.00,Glaziers,1.C.7.b,Analytical Thinking,IM,Importance,3.74,26,0.21,3.3,4.18,N,08/2023,Incumbent
47-2131.00,"Insulation Workers, Floor, Ceiling, and Wall",1.C.1.a,Achievement/Effort,IM,Importance,3.39,23,0.31,2.74,4.05,N,07/2015,Incumbent
47-2131.00,"Insulation Workers, Floor, Ceiling, and Wall",1.C.1.b,Persistence,IM,Importance,3.76,23,0.27,3.2,4.31,N,07/2015,Incumbent
47-2131.00,"Insulation Workers, Floor, Ceiling, and Wall",1.C.1.c,Initiative,IM,Importance,3.78,23,0.27,3.22,4.35,N,07/2015,Incumbent
47-2131.00,"Insulation Workers, Floor, Ceiling, and Wall",1.C.2.b,Leadership,IM,Importance,3.63,23,0.29,3.03,4.24,N,07/2015,Incumbent
47-2131.00,"Insulation Workers, Floor, Ceiling, and Wall",1.C.3.a,Cooperation,IM,Importance,3.87,23,0.29,3.27,4.47,N,07/2015,Incumbent
47-2131.00,"Insulation Workers, Floor, Ceiling, and Wall",1.C.3.b,Concern for Others,IM,Importance,3.57,23,0.26,3.03,4.11,N,07/2015,Incumbent
47-2131.00,"Insulation Workers, Floor, Ceiling, and Wall",1.C.3.c,Social Orientation,IM,Importance,3.33,23,0.31,2.69,3.96,N,07/2015,Incumbent
47-2131.00,"Insulation Workers, Floor, Ceiling, and Wall",1.C.4.a,Self-Control,IM,Importance,3.66,23,0.37,2.89,4.43,N,07/2015,Incumbent
47-2131.00,"Insulation Workers, Floor, Ceiling, and Wall",1.C.4.b,Stress Tolerance,IM,Importance,3.45,23,0.29,2.86,4.05,N,07/2015,Incumbent
47-2131.00,"Insulation Workers, Floor, Ceiling, and Wall",1.C.4.c,Adaptability/Flexibility,IM,Importance,3.49,23,0.3,2.87,4.12,N,07/2015,Incumbent
47-2131.00,"Insulation Workers, Floor, Ceiling, and Wall",1.C.5.a,Dependability,IM,Importance,3.92,22,0.24,3.43,4.41,N,07/2015,Incumbent
47-2131.00,"Insulation Workers, Floor, Ceiling, and Wall",1.C.5.b,Attention to Detail,IM,Importance,3.93,23,0.28,3.35,4.5,N,07/2015,Incumbent
47-2131.00,"Insulation Workers, Floor, Ceiling, and Wall",1.C.5.c,Integrity,IM,Importance,3.85,23,0.27,3.3,4.41,N,07/2015,Incumbent
47-2131.00,"Insulation Workers, Floor, Ceiling, and Wall",1.C.6,Independence,IM,Importance,3.82,23,0.16,3.48,4.16,N,07/2015,Incumbent
47-2131.00,"Insulation Workers, Floor, Ceiling, and Wall",1.C.7.a,Innovation,IM,Importance,3.63,23,0.3,3.01,4.25,N,07/2015,Incumbent
47-2131.00,"Insulation Workers, Floor, Ceiling, and Wall",1.C.7.b,Analytical Thinking,IM,Importance,3.55,23,0.27,2.99,4.11,N,07/2015,Incumbent
47-2132.00,"Insulation Workers, Mechanical",1.C.1.a,Achievement/Effort,IM,Importance,3.98,27,0.23,3.51,4.44,N,08/2023,Incumbent
47-2132.00,"Insulation Workers, Mechanical",1.C.1.b,Persistence,IM,Importance,3.89,27,0.17,3.55,4.23,N,08/2023,Incumbent
47-2132.00,"Insulation Workers, Mechanical",1.C.1.c,Initiative,IM,Importance,4.23,27,0.19,3.84,4.61,N,08/2023,Incumbent
47-2132.00,"Insulation Workers, Mechanical",1.C.2.b,Leadership,IM,Importance,4.06,27,0.23,3.6,4.52,N,08/2023,Incumbent
47-2132.00,"Insulation Workers, Mechanical",1.C.3.a,Cooperation,IM,Importance,4.34,27,0.18,3.98,4.7,N,08/2023,Incumbent
47-2132.00,"Insulation Workers, Mechanical",1.C.3.b,Concern for Others,IM,Importance,4.15,27,0.18,3.78,4.51,N,08/2023,Incumbent
47-2132.00,"Insulation Workers, Mechanical",1.C.3.c,Social Orientation,IM,Importance,3.43,27,0.27,2.88,3.98,N,08/2023,Incumbent
47-2132.00,"Insulation Workers, Mechanical",1.C.4.a,Self-Control,IM,Importance,4.29,26,0.24,3.81,4.78,N,08/2023,Incumbent
47-2132.00,"Insulation Workers, Mechanical",1.C.4.b,Stress Tolerance,IM,Importance,4.06,27,0.16,3.72,4.4,N,08/2023,Incumbent
47-2132.00,"Insulation Workers, Mechanical",1.C.4.c,Adaptability/Flexibility,IM,Importance,4.08,27,0.15,3.78,4.38,N,08/2023,Incumbent
47-2132.00,"Insulation Workers, Mechanical",1.C.5.a,Dependability,IM,Importance,4.3,27,0.17,3.94,4.65,N,08/2023,Incumbent
47-2132.00,"Insulation Workers, Mechanical",1.C.5.b,Attention to Detail,IM,Importance,4.4,27,0.19,4.01,4.78,N,08/2023,Incumbent
47-2132.00,"Insulation Workers, Mechanical",1.C.5.c,Integrity,IM,Importance,4.36,27,0.13,4.09,4.63,N,08/2023,Incumbent
47-2132.00,"Insulation Workers, Mechanical",1.C.6,Independence,IM,Importance,4.05,27,0.25,3.54,4.56,N,08/2023,Incumbent
47-2132.00,"Insulation Workers, Mechanical",1.C.7.a,Innovation,IM,Importance,3.89,27,0.24,3.4,4.38,N,08/2023,Incumbent
47-2132.00,"Insulation Workers, Mechanical",1.C.7.b,Analytical Thinking,IM,Importance,3.65,27,0.23,3.17,4.13,N,08/2023,Incumbent
47-2141.00,"Painters, Construction and Maintenance",1.C.1.a,Achievement/Effort,IM,Importance,3.87,41,0.14,3.59,4.15,N,07/2014,Incumbent
47-2141.00,"Painters, Construction and Maintenance",1.C.1.b,Persistence,IM,Importance,3.78,41,0.18,3.42,4.14,N,07/2014,Incumbent
47-2141.00,"Painters, Construction and Maintenance",1.C.1.c,Initiative,IM,Importance,3.74,41,0.12,3.49,3.98,N,07/2014,Incumbent
47-2141.00,"Painters, Construction and Maintenance",1.C.2.b,Leadership,IM,Importance,4.27,41,0.16,3.94,4.59,N,07/2014,Incumbent
47-2141.00,"Painters, Construction and Maintenance",1.C.3.a,Cooperation,IM,Importance,4.1,41,0.16,3.78,4.42,N,07/2014,Incumbent
47-2141.00,"Painters, Construction and Maintenance",1.C.3.b,Concern for Others,IM,Importance,3.72,41,0.26,3.2,4.24,N,07/2014,Incumbent
47-2141.00,"Painters, Construction and Maintenance",1.C.3.c,Social Orientation,IM,Importance,3.29,41,0.27,2.75,3.83,N,07/2014,Incumbent
47-2141.00,"Painters, Construction and Maintenance",1.C.4.a,Self-Control,IM,Importance,3.84,41,0.16,3.51,4.16,N,07/2014,Incumbent
47-2141.00,"Painters, Construction and Maintenance",1.C.4.b,Stress Tolerance,IM,Importance,3.93,41,0.23,3.46,4.39,N,07/2014,Incumbent
47-2141.00,"Painters, Construction and Maintenance",1.C.4.c,Adaptability/Flexibility,IM,Importance,3.96,41,0.21,3.53,4.4,N,07/2014,Incumbent
47-2141.00,"Painters, Construction and Maintenance",1.C.5.a,Dependability,IM,Importance,4.19,41,0.2,3.79,4.59,N,07/2014,Incumbent
47-2141.00,"Painters, Construction and Maintenance",1.C.5.b,Attention to Detail,IM,Importance,4.42,41,0.14,4.13,4.71,N,07/2014,Incumbent
47-2141.00,"Painters, Construction and Maintenance",1.C.5.c,Integrity,IM,Importance,4.3,41,0.15,4,4.6,N,07/2014,Incumbent
47-2141.00,"Painters, Construction and Maintenance",1.C.6,Independence,IM,Importance,3.55,41,0.22,3.1,3.99,N,07/2014,Incumbent
47-2141.00,"Painters, Construction and Maintenance",1.C.7.a,Innovation,IM,Importance,3.85,41,0.26,3.33,4.37,N,07/2014,Incumbent
47-2141.00,"Painters, Construction and Maintenance",1.C.7.b,Analytical Thinking,IM,Importance,3.65,41,0.2,3.24,4.05,N,07/2014,Incumbent
47-2142.00,Paperhangers,1.C.1.a,Achievement/Effort,IM,Importance,4.01,26,0.25,3.5,4.53,N,06/2008,Incumbent
47-2142.00,Paperhangers,1.C.1.b,Persistence,IM,Importance,4.04,26,0.23,3.58,4.51,N,06/2008,Incumbent
47-2142.00,Paperhangers,1.C.1.c,Initiative,IM,Importance,4.31,26,0.19,3.93,4.7,N,06/2008,Incumbent
47-2142.00,Paperhangers,1.C.2.b,Leadership,IM,Importance,3.25,26,0.26,2.71,3.78,N,06/2008,Incumbent
47-2142.00,Paperhangers,1.C.3.a,Cooperation,IM,Importance,4.03,26,0.31,3.4,4.67,N,06/2008,Incumbent
47-2142.00,Paperhangers,1.C.3.b,Concern for Others,IM,Importance,3.87,26,0.34,3.16,4.57,N,06/2008,Incumbent
47-2142.00,Paperhangers,1.C.3.c,Social Orientation,IM,Importance,3.11,26,0.49,2.11,4.12,N,06/2008,Incumbent
47-2142.00,Paperhangers,1.C.4.a,Self-Control,IM,Importance,4.23,26,0.2,3.81,4.65,N,06/2008,Incumbent
47-2142.00,Paperhangers,1.C.4.b,Stress Tolerance,IM,Importance,4.07,26,0.23,3.61,4.54,N,06/2008,Incumbent
47-2142.00,Paperhangers,1.C.4.c,Adaptability/Flexibility,IM,Importance,3.92,26,0.23,3.44,4.41,N,06/2008,Incumbent
47-2142.00,Paperhangers,1.C.5.a,Dependability,IM,Importance,4.63,26,0.11,4.39,4.86,N,06/2008,Incumbent
47-2142.00,Paperhangers,1.C.5.b,Attention to Detail,IM,Importance,4.65,26,0.13,4.38,4.91,N,06/2008,Incumbent
47-2142.00,Paperhangers,1.C.5.c,Integrity,IM,Importance,4.25,26,0.21,3.81,4.69,N,06/2008,Incumbent
47-2142.00,Paperhangers,1.C.6,Independence,IM,Importance,4.22,26,0.2,3.81,4.62,N,06/2008,Incumbent
47-2142.00,Paperhangers,1.C.7.a,Innovation,IM,Importance,3.79,26,0.3,3.16,4.41,N,06/2008,Incumbent
47-2142.00,Paperhangers,1.C.7.b,Analytical Thinking,IM,Importance,3.69,26,0.31,3.04,4.33,N,06/2008,Incumbent
47-2151.00,Pipelayers,1.C.1.a,Achievement/Effort,IM,Importance,3.85,27,0.2,3.43,4.26,N,07/2015,Incumbent
47-2151.00,Pipelayers,1.C.1.b,Persistence,IM,Importance,4,27,0.22,3.55,4.46,N,07/2015,Incumbent
47-2151.00,Pipelayers,1.C.1.c,Initiative,IM,Importance,4.06,27,0.16,3.73,4.39,N,07/2015,Incumbent
47-2151.00,Pipelayers,1.C.2.b,Leadership,IM,Importance,3.76,27,0.22,3.3,4.22,N,07/2015,Incumbent
47-2151.00,Pipelayers,1.C.3.a,Cooperation,IM,Importance,4.02,27,0.15,3.7,4.34,N,07/2015,Incumbent
47-2151.00,Pipelayers,1.C.3.b,Concern for Others,IM,Importance,3.62,27,0.34,2.93,4.32,N,07/2015,Incumbent
